time,equity,capital,dd,trades,wr
2026-08-23T06:52:58.661402,100795.88,100795.88,0.0035,132,54.5
2026-08-23T06:53:59.997285,100795.88,100795.88,0.0036,132,54.5
2026-08-23T06:55:02.255285,100795.88,100795.88,0.0036,132,54.5
2026-08-23T06:56:03.490629,100795.88,100795.88,0.0036,132,54.5
2026-08-23T06:57:04.729114,100795.88,100795.88,0.0036,132,54.5
2026-08-23T06:58:06.065867,100795.88,100795.88,0.0036,132,54.5
2026-08-23T06:59:07.305569,100795.88,100795.88,0.0036,132,54.5
2026-08-23T07:00:08.497563,100795.88,100795.88,0.0036,132,54.5
2026-08-23T07:01:09.778250,100795.88,100795.88,0.0036,132,54.5
2026-08-23T07:02:11.936545,100795.88,100795.88,0.0036,132,54.5
2026-08-23T07:03:13.168510,100795.88,100795.88,0.0036,132,54.5
2026-08-23T07:04:14.415103,100795.88,100795.88,0.0036,132,54.5
2026-08-23T07:05:15.742232,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:06:16.978725,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:07:18.215253,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:08:19.554118,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:09:21.667767,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:10:22.949731,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:11:24.291762,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:12:25.623410,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:13:27.789854,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:14:29.631935,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:15:30.938466,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:16:33.230138,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:17:35.491879,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:18:36.935470,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:19:38.110497,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:20:39.405079,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:21:41.668666,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:22:42.902642,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:23:45.017780,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:24:46.295383,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:25:47.512049,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:26:48.765450,100795.88,100795.88,0.0034,132,54.5
2026-08-23T07:27:50.912373,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:28:52.262177,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:29:53.498812,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:30:54.738795,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:31:55.973401,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:32:57.310973,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:33:58.545569,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:34:59.780835,100795.88,100795.88,0.0036,132,54.5
2026-08-23T07:36:01.122852,100795.88,100795.88,0.0035,132,54.5
2026-08-23T07:37:06.233167,100794.95,100794.95,0.0035,134,54.5
2026-08-23T07:38:07.588223,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:39:08.820927,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:40:10.263807,100794.95,100794.95,0.0035,134,54.5
2026-08-23T07:41:11.601431,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:42:12.840119,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:43:14.176570,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:44:15.617591,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:45:16.852489,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:46:18.712828,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:47:20.963759,100794.95,100794.95,0.0036,134,54.5
2026-08-23T07:48:22.204146,100794.95,100794.95,0.0036,134,54.5
